"CAR_SE_ALOPER";"NUM_OPER_ALIM_ALOPER";"NOME_ALOPER";"TOT_CONS_ALOPER";"TOT_KVA_ALOPER";"QTDE_POSTO_ALOPER";"COMPRIM_TOT_ALOPER";"NVL(AO.INDIC_ALIM_EXPRES_ALOPER,'N')";"CONJUNTO"
72991;729911350;SERRA DOS DOURADOS;150;4135;135;80.17;N;15572
72991;729911351;XAMBRE;239;9460;243;139.82;N;15572
75464;754641357;FALESIA;398;6594;262;116.27;N;15569
75546;755461500;LAGEADO GRANDE;388;5498;327;259.88;N;16770
75956;759561625;EXPRESSO CATANDUVAS;3874;25519;838;446.96;N;16768
72656;726561910;BONARDA;424;13748;261;83.3;N;15964
72656;726561911;BENITAKA;2;60;2;43.14;S;15964
74130;741305000;PASTEUR;6084;25528;86;5.26;N;16758
72220;722205001;INTERLAGOS;5158;6130;79;17.37;N;16768
74125;741255002;SIEMENS;4189;24765;82;15.45;N;15579
72899;728995004;DRAGAO;13;4525;4;1.62;N;15584
75887;758875005;ARROIO GRANDE;1746;15505;228;93.43;N;14662
72857;728575006;TOPAZIO;4619;27742;165;66.23;N;14626
72857;728575007;PIONEIROS;1289;13515;110;84.33;N;14626
72857;728575008;ATLANTA;4006;14092;82;24.51;N;14626
72857;728575009;SAO MARTINHO;3070;20230;254;158.41;N;14626
74520;745205010;VISTA ALEGRE;4296;14932;115;19.11;N;15971
72821;728215011;DIONE;5296;23730;141;26.61;N;14640
72857;728575012;SANTOS DUMONT;3070;13260;91;21.05;N;14626
72857;728575013;ESMERALDA;3947;9715;95;21.16;N;14626
72899;728995014;PANTANAL;4;8225;0;1.44;N;15584
74200;742005015;HUGO LANGE;1312;14972;46;6.07;N;15974
74145;741455017;MENONITAS;3812;5975;60;9.92;N;16759
75111;751115018;COAMIG;1906;7746;302;180.31;N;14642
72899;728995019;AZULAO;3855;9582;65;11.94;N;15584
71473;714735020;ESTUDANTES;5151;14690;128;28.08;N;14671
74110;741105022;CINDACTA;4820;15660;127;15.23;N;15969
75251;752515023;AZALEIA;4940;7358;105;22.79;N;14671
75100;751005024;GONZAGA;3281;7880;156;77.42;N;14693
72573;725735025;BEGONIA;1862;5970;51;9.2;N;14658
75160;751605026;MARIA JOSE;234;2218;66;43.77;N;15966
71480;714805028;MATARAZZO;2;3000;0;4.27;N;15941
71480;714805029;BRASPINE;4;6080;3;3.77;N;15941
74050;740505031;OLEOS BRASIL;4716;17450;119;21.66;N;15924
72573;725735032;ROSA;4811;23142;551;177.44;N;14658
72890;728905033;GUANABARA;2736;13560;93;14.63;N;15930
75273;752735034;BARRA GRANDE;289;6878;148;64.16;N;15919
75597;755975035;OURO PRETO;1455;8068;330;98.73;N;15966
72890;728905036;OURO BRANCO;4178;9098;74;15.71;N;15930
71780;717805037;IAPAR;294;10458;44;26.68;N;14680
72890;728905038;ITATIAIA;5106;20698;136;25.44;N;15930
75273;752735039;MANOEL RIBAS;4201;15168;178;37.11;N;15919
72890;728905040;CAFEZAL;2937;16432;182;58.84;N;15930
72890;728905042;PAMPULHA;2794;13938;42;6.01;N;15930
72890;728905043;CENTRO CIVICO;2162;14918;61;11.31;N;15930
72890;728905044;SAO LOURENCO;4003;7725;77;15.56;N;15930
72890;728905045;ALPHAVILLE;2723;14068;72;14.89;N;15930
75655;756555046;SILVESTRE;1067;8159;372;163.54;N;16780
75273;752735047;BOM SUCESSO;1267;15843;343;175.52;N;15919
72890;728905048;ESPIRITO SANTO;4015;32968;416;136.07;N;15930
72890;728905050;FOREST;6038;25292;251;60.82;N;15930
72890;728905051;CATUAI;32;11428;8;4.49;N;15930
71800;718005052;NOSSA SENHORA GRACAS;4600;4988;74;18.7;N;15574
72220;722205053;EUROPA;4014;5970;73;13.92;N;16768
72850;728505054;CASACA;2217;18086;438;180.58;N;14628
75031;750315055;SEMINARIO;705;11018;94;24.68;N;14628
75232;752325058;PINHALZINHO;1846;12678;426;223.45;N;14623
75232;752325059;MIZUMOTO;1050;6073;152;64.62;N;14623
75599;755995060;PROGRESSO;307;4808;239;102.55;N;14628
71730;717305062;CAMBACICA;0;0;0;0.28;N;15919
74045;740455063;ALTO DA XV;3503;15512;97;14.95;N;15925
74045;740455064;AMINTAS;2850;15958;57;4.81;N;15925
74346;743465065;METALMA;5066;33792;134;21.27;N;15972
71700;717005066;REGENTE;369;11258;12;5.66;N;15943
72095;720955067;SANBRA;2593;10682;97;22.88;N;14699
71100;711005068;PLASTICOS PARANA;5;6995;4;1.08;N;15563
75066;750665069;MONTANTE;538;3558;253;156.28;N;14578
72095;720955070;CARRAO;3088;9188;77;17.75;N;14699
72095;720955071;JANGADA;1823;12052;385;210.12;N;14699
71105;711055072;PERGUFORM;8;13860;1;3.75;N;14588
71105;711055073;FUTURO 8;0;0;0;0.01;N;14588
71105;711055074;FUTURO 7;0;0;0;0.01;N;14588
71105;711055075;FUTURO 6;0;0;0;0.01;N;14588
71105;711055076;COTIA;2082;26516;710;187.63;N;14588
71105;711055077;DELPHI;6;4160;3;2.69;N;14588
71105;711055078;PAMPA;131;4398;38;14.47;N;14588
71105;711055079;JAVALI;1238;19585;457;124.96;N;14588
72864;728645080;PRANCHITA;3539;25730;511;222.86;N;14622
71105;711055081;JTEKT;1;7500;0;2.57;N;14588
75121;751215082;SANTO ANDRE;294;11725;189;186.5;N;15574
72849;728495085;INDIA;816;9095;787;319.58;N;14629
72095;720955087;PAU D ALHO;622;9112;312;188.32;N;14699
75779;757795088;JOACABA;2726;16098;160;40.21;N;15939
71180;711805089;EDITEL;4828;26098;496;146.88;N;14591
72095;720955090;PEROBA;209;3280;137;69.64;N;14699
75977;759775091;MADELEI;1609;10185;243;77.93;N;15939
75104;751045092;HERVEIRA;1751;12418;292;194.87;N;16776
74760;747605095;GRONAU;5934;10598;103;18.26;N;16774
71180;711805096;RENAULT 1;0;0;0;0.32;N;14591
72090;720905098;ROUXINOL;2601;9775;130;71.59;N;15585
72860;728605099;SANTA PAULA;6557;7582;106;21.62;N;14624
72860;728605100;VERONA;5338;17708;130;28.4;N;14624
72090;720905101;IRATAUA;1573;10792;33;8.7;N;15585
75251;752515102;JACUTINGA;1440;7508;50;14.13;N;14671
72630;726305103;SAO FERNANDO;2963;5955;57;13.63;N;14650
71473;714735104;GUARANI;91;12970;35;17.52;N;14671
75831;758315105;TRES BOCAS;625;6575;176;126.68;N;14650
75104;751045106;LAGOAO;3411;8146;154;47.39;N;16776
75129;751295107;CEGONHA;1857;5762;103;55.72;N;14659
72636;726365109;SABARA;5352;9350;90;19.9;N;15936
75997;759975110;BARRA MANSA;472;7384;425;189.75;N;16780
75039;750395111;GUARITA;2756;13090;96;23.55;N;14682
75039;750395112;SAO GERALDO;706;14766;409;233.33;N;14682
75184;751845113;JUMIRIM;3003;8710;182;70;N;14682
72636;726365114;GAVEA;5183;8895;100;18.83;N;15936
75675;756755115;SANTA BARBARA;2123;9258;212;105.33;N;14699
75184;751845116;QUINTA DO SOL;2258;12295;218;154.34;N;14682
72636;726365150;BANCARIOS;3795;12000;71;12.48;N;15936
75079;750795151;ARAPUA;383;1628;79;63.65;N;14647
75079;750795152;RONQUITA;252;6295;113;95.46;N;14647
75064;750645153;PROVINCIA;3429;12074;141;29.54;N;14622
75288;752885154;BAHIA;638;1192;21;4.49;N;14682
75267;752675155;MATRIZ;1517;3128;40;7.83;N;14582
72636;726365156;SUMARE;4491;8648;96;19.74;N;15936
75288;752885157;MANDIJUBA;851;8222;211;155.74;N;14682
75231;752315158;CERAMICA;1163;5952;100;29.06;N;16770
72855;728555159;RIO AZUL;1271;5678;66;15.57;N;14627
74680;746805160;IPIRANGA;4923;15948;75;13.08;N;16767
72090;720905161;PERDIZES;3062;17118;111;15.86;N;15585
74200;742005162;CENTENARIO;2341;18078;67;11.77;N;15974
72855;728555163;BUTIAZAL;306;4916;257;85.16;N;14627
75596;755965167;SANTA CRUZ;4128;8040;160;35.74;N;14619
75596;755965168;DOIS PINHEIROS;681;12702;508;431.66;N;14619
72090;720905169;CANELEIRO;1110;13755;74;21.67;N;15585
72822;728225170;COUNTRY;1012;8405;41;6.8;N;15932
71100;711005171;MOSSUNGUE;1783;9902;44;10.12;N;15563
75058;750585172;PINDORAMA;579;7392;509;317.44;N;15958
75058;750585173;CAETE;928;7928;470;215.66;N;15958
72201;722015174;CASA DE FORCA 2;1;120;4;5.86;N;15946
75534;755345175;AGUA DAS PEDRAS;3505;14259;390;175.89;N;15958
75534;755345176;BRIOLANDIA;4175;19424;648;292.98;N;15958
72822;728225177;LOS ANGELES;2213;7660;42;4.01;N;15932
75635;756355178;VAU;4678;9473;151;34.8;N;15958
72822;728225179;BELO HORIZONTE;2194;10720;41;3.86;N;15932
74877;748775180;CARVALHO;1580;3165;35;5.34;N;15564
72822;728225181;NOVA ERA;2390;12340;54;5.32;N;15932
71900;719005182;GUABIROTUBA;2563;4410;51;9.38;N;16775
72822;728225183;ARAGUAIA;3450;10322;82;17.17;N;15932
72630;726305184;PEROLA;1266;10075;36;7.51;N;14650
75012;750125185;PAPANDUVA;2613;16150;702;176.39;N;14633
72822;728225186;PACAEMBU;4915;20642;120;21.76;N;15932
75635;756355187;CAMPINA BELA;3238;21191;629;251.84;N;15958
72822;728225189;COLISEU;3819;11160;86;13.81;N;15932
75341;753415190;MAFRA;1788;10268;244;68.17;N;15938
72822;728225191;RECREIO;3652;12615;113;20.54;N;15932
72640;726405192;BOSQUE;2036;7632;35;2.93;N;15935
72840;728405193;PITANGUINHA;3827;8270;90;16.19;N;14632
72840;728405194;"15 DE NOVEMBRO";4107;12042;133;32.85;N;14632
75341;753415195;CAPINZAL;1663;11460;490;128.15;N;15938
71500;715005196;SAO FRANCISCO;4624;12610;83;16.69;N;16763
72640;726405197;BOM RETIRO;345;16522;14;3.76;N;15935
72640;726405198;AGARI;1265;6250;31;4.02;N;15935
72821;728215199;RIO GRANDE;3134;19382;99;11.56;N;14640
72840;728405200;PLANALTO;2040;8152;245;85.22;N;14632
72900;729005201;SOCOMIN;2680;6345;61;10.75;N;15929
72640;726405202;CENTRAL;1655;10738;26;2.77;N;15935
72640;726405203;CASONI;2972;8555;67;12.28;N;15935
72980;729805204;COLMEIA;3190;5448;58;14.01;N;15927
74878;748785205;HENRY FORD;6216;11118;103;14.4;N;15578
72640;726405206;LONDRILAR;2085;5212;41;4.23;N;15935
72640;726405207;PIZA;1454;6112;54;9.61;N;15935
72640;726405208;CAXIAS;3797;16438;81;11.86;N;15935
72770;727705209;PORCO BELO;1709;19510;445;228.46;N;14642
75828;758285210;ACUNGUI;1235;8748;638;325.56;N;15970
72900;729005211;SANEPAR;3896;10342;76;17.53;N;15929
74878;748785212;OSVALDO ARANHA;3894;18175;91;17.4;N;15578
74878;748785213;TODESCHINI;4626;24408;103;14.17;N;15578
72640;726405215;HIGIENOPOLIS;3340;16950;69;7.13;N;15935
75775;757755216;COXILHAO;1586;15399;832;210.15;N;14687
71500;715005217;MANELA;3941;8630;77;13.27;N;16763
72900;729005218;AEROPORTO;5305;9428;89;18.37;N;15929
72823;728235219;SANTA BARBARA;1647;16643;804;314.87;N;14638
72985;729855220;VILELA;7036;17712;165;31.6;N;15573
75989;759895221;PEDRA B. ARARAQUARA;1210;8002;488;197.11;N;14600
72630;726305222;INTERLAGOS;6322;15848;122;25.16;N;14650
74743;747435223;TOALDO;4515;17062;139;20.14;N;15567
72630;726305224;DAMASCO;5200;16035;92;16.59;N;14650
72636;726365117;MOREIRA CABRAL;4195;5580;59;13.33;N;15936
72636;726365118;JOCKEY CLUB;470;9538;24;5.78;N;15936
72863;728635119;VILA RIBEIRO;4039;8372;111;21.66;N;14623
75184;751845120;ANDORINHAS;1534;7042;44;10.66;N;14682
72636;726365121;ARTHUR THOMAZ;316;6475;7;3.76;N;15936
74045;740455122;MAUA;2871;16492;56;5.19;N;15925
75469;754695123;PARANA DO OESTE;2077;15172;498;251.47;N;14656
75469;754695124;FORTALEZA;1592;4294;121;41.82;N;14656
74045;740455125;CLINICAS;985;9882;30;3.15;N;15925
75268;752685126;BREDAPOLIS;562;4872;248;149.37;N;14656
75268;752685127;BARIRI;2339;11656;333;180.82;N;14656
74045;740455128;PASSEIO;3303;15762;67;5.46;N;15925
75977;759775129;NOVA CONCORDIA;1055;15741;608;253.76;N;15939
75506;755065130;CRUZEIRO;2277;11716;549;272.46;N;16776
74045;740455131;SIMAO BOLIVAR;2761;11965;82;7.65;N;15925
74045;740455132;AUGUSTO SEVERO;2996;13748;75;6.27;N;15925
75506;755065133;CARATUVA;382;5978;267;137.74;N;16776
74045;740455134;ROCHA POMBO;1952;8702;61;5.22;N;15925
75389;753895135;MARILIA;1834;4285;66;20.21;N;14656
74346;743465136;MULTILIT;235;6815;17;6.44;N;15972
72636;726365137;MESSIANICO;3141;13578;65;13.04;N;15936
74346;743465138;ADIR PEDROSO;3248;5550;51;8.07;N;15972
75389;753895139;SAO LUIZ;439;7350;343;209.84;N;14656
72636;726365140;SANTIAGO;6377;9642;111;19.83;N;15936
74125;741255141;LAMBERTUCCI;5184;10815;78;13.66;N;15579
75306;753065142;BRASIL;2215;7445;66;13.05;N;16776
75306;753065143;SUNUNU;820;10518;409;252.34;N;16776
72863;728635144;DAMISA;4227;11650;375;152.08;N;14623
75723;757235145;ITAPOA;510;13098;257;198.57;N;14665
75194;751945146;AVIACAO;1284;8213;244;195.41;N;16757
75194;751945147;BELA VISTA DO IVAI;1231;3642;131;78.56;N;16757
75079;750795148;RIO GRANDE;1413;3822;87;39.42;N;14647
71500;715005225;CARIJO;837;14345;30;7.56;N;16763
72630;726305226;PRIMAVERA;1400;17290;50;12.36;N;14650
71500;715005227;SANTA RITA;2739;33368;125;36.47;N;16763
74050;740505228;ALMEIDA TORRES;4981;19885;136;19.46;N;15924
71300;713005229;REAL;3773;12178;88;17.46;N;14668
71300;713005230;OSORIO;4180;16520;103;20.7;N;14668
71500;715005231;TIRADENTES;913;11642;35;10.26;N;16763
71300;713005232;NEVA;3975;12115;82;16.41;N;14668
71500;715005233;MORUMBI;2127;13612;48;12.22;N;16763
71300;713005234;MANANCIAL;9;8618;5;9.08;N;14668
71300;713005235;GUARUJA;3267;19830;78;19.48;N;14668
71473;714735236;AGUA DO LIMOEIRO;1590;9878;204;85.15;N;14671
74125;741255238;FAZENDINHA;7749;31722;151;23.07;N;15579
74125;741255239;RIGONI;4078;7828;79;12.05;N;15579
74125;741255240;SANTA AMELIA;4343;14540;80;13.71;N;15579
72770;727705241;SOMENZI;2581;10355;152;45.32;N;14642
71473;714735243;SANTA PAULA;5748;20758;208;52.41;N;14671
71473;714735244;INDUSTRIAL;33;7828;13;3.73;N;14671
74520;745205245;BRIGADEIRO FRANCO;3846;18835;75;5.59;N;15971
75146;751465246;TESOURAO;276;3034;101;52.49;N;15919
71473;714735247;LINDOIA;3809;33765;139;30.32;N;14671
75251;752515249;TAQUARA;2344;12202;173;92.29;N;14671
75616;756165250;SUL AMERICA;1137;4265;106;55.29;N;14638
71730;717305251;IRERE;3009;12800;100;10.38;N;15919
72152;721525252;VILA GANDHI;1791;7954;193;95.77;N;14696
75251;752515253;BOM PASTOR;3450;13335;226;86.95;N;14671
71730;717305254;PRION;4015;12667;180;36.67;N;15919
72995;729955255;GUARAPUAVA;4894;10372;120;21.28;N;15575
75251;752515256;MATRIZ;465;13062;41;21.17;N;14671
72995;729955257;GUSMAO;3101;14855;98;9.86;N;15575
72995;729955258;HOSPITAIS;3866;19838;143;18.55;N;15575
72995;729955259;MORENITAS;3643;8382;99;20.83;N;15575
75181;751815260;JARACATIA;945;9712;216;73.56;N;14658
75181;751815261;CRISTO REI;659;9974;447;142.13;N;14658
75266;752665262;IRERE;805;3965;77;37.05;N;14650
75266;752665263;PAIQUERE;1183;7638;244;146.94;N;14650
72995;729955264;IGUACU;4404;14242;131;27.97;N;15575
72995;729955265;BOURBON;1463;9282;58;16.33;N;15575
72201;722015266;RESERVA DO IGUACU;2497;21252;1116;600.95;N;15946
75831;758315267;COROADOS;393;8528;166;93.7;N;14650
75831;758315268;TOYO SEN I DO BRASIL;240;18336;124;62.74;N;14650
72201;722015269;VILA RICA;467;2668;76;26.61;N;15946
72201;722015270;CASA DE FORCA 1;0;75;4;4.23;N;15946
75246;752465271;ALIANCA;227;6300;196;123.77;N;14650
72995;729955272;COHAPAR;4477;17232;186;37.57;N;15575
72995;729955273;ARGENTINA;2107;16575;83;13.27;N;15575
74090;740905274;SOLAR;5159;11885;91;14.7;N;15923
72995;729955275;BARROS;1850;11615;68;6.57;N;15575
72995;729955276;BOYCY;1314;18922;48;6.94;N;15575
72589;725895277;DA GRANJA;1;4500;0;5.09;N;14652
75246;752465278;CAPELINHA;1527;11878;283;169.81;N;14650
71900;719005279;POLITECNICO;3008;10015;55;8.22;N;16775
71730;717305280;CURRUIRA;1927;16588;76;28.79;N;15919
75887;758875281;KANDIRO;1369;14680;472;244.44;N;14662
74745;747455282;JOINVILLE;4504;19315;173;47.82;N;15921
74745;747455283;ZACARIAS;5094;27180;127;23.12;N;15921
75887;758875284;LERROVILLE;1884;12240;425;183.49;N;14662
75969;759695285;FUNAI;832;8284;500;214.19;N;14650
72589;725895286;AMAZONAS;6371;17072;297;87.66;N;14652
72589;725895287;MARIENTAL;1958;15908;534;165.25;N;14652
74745;747455288;XV DE NOVEMBRO;1458;6335;38;5.39;N;15921
72152;721525291;AGUA DO MEIO;3214;13755;246;137.41;N;14696
74145;741455294;JOAQUIM NABUCO;3867;16618;67;13.17;N;16759
72800;728005295;BRASILIA;4219;17032;142;22.9;N;15570
72836;728365296;HORIZONTE;1918;10128;321;89.39;N;14633
75995;759955297;HEIMTAL;999;6956;131;49.8;N;14696
72800;728005298;SERRANOPOLIS;544;9666;155;93.42;N;15570
75995;759955299;BUENOS AIRES;460;12248;152;97.2;N;14696
75624;756245300;VOLTA GRANDE;3801;10675;139;40.16;N;14696
74346;743465301;JARDIM HOLANDES;6316;16480;193;38.27;N;15972
72836;728365302;TIMBER;10;7405;7;4.22;N;14633
75624;756245305;IBIACI;1722;20018;288;147.62;N;14696
72800;728005306;NAZARE;3305;11950;184;69.75;N;15570
72800;728005307;BAHIA;4032;8730;96;20.28;N;15570
75267;752675308;VILA LIMA;1249;3085;33;7.06;N;14582
75272;752725309;PORTO FIGUEIRA;809;7453;122;124.64;N;15964
75631;756315310;PANGARE;1608;8850;468;132.91;N;14652
75264;752645311;OROITE;626;9390;339;196.75;N;14691
75030;750305312;PERDIZ;1612;11718;430;100.67;N;14633
75030;750305313;MACUCO;1173;6962;412;104.41;N;14633
75030;750305314;CODORNA;1724;7608;318;70.26;N;14633
72996;729965315;DIPLOMATA;3763;24260;185;62.88;N;14611
74680;746805316;SAO CARLOS;5431;22045;138;21.41;N;16767
74520;745205317;SOLIMOES;2922;18698;88;13.92;N;15971
75639;756395318;SAO PEDRO;1877;5935;65;14.33;N;14647
74520;745205319;INACIO LUSTOSA;1919;16312;49;7.07;N;15971
75627;756275320;FERNAO DIAS;481;11248;251;228.41;N;14656
72996;729965321;COPACABANA;6054;10455;115;26.53;N;14611
72800;728005322;SUDCOOP;4095;12612;114;21.8;N;15570
71745;717455323;PRIMAVERA;5326;9228;99;19.09;N;15948
75524;755245324;MONALIZA;302;4110;119;98.63;N;14666
75627;756275325;ANHANGUERA;1356;4105;48;22.16;N;14656
75579;755795326;SANTA HELENA;3512;12933;321;172.32;N;14682
72589;725895327;LAPEANO;1004;12530;316;148.77;N;14652
75262;752625328;ADELAIDE;929;9921;519;163.09;N;15947
75579;755795329;VILA RICA;2474;12193;249;115.63;N;14682
75641;756415330;PANORAMA;1550;4946;122;68.56;N;14656
75641;756415331;PRIMAVERA;114;4035;157;130.66;N;14656
75976;759765332;ANCHIETA;1268;12740;393;219.42;N;14683
75859;758595333;TABOCA;3713;16322;222;112.19;N;14696
75976;759765334;CABRAL;2780;14906;431;195.78;N;14683
74110;741105335;BOA VISTA;9100;15492;145;20.19;N;15969
75859;758595336;COURO DO BOI;716;15162;140;116.16;N;14696
75024;750245337;SAFIRA;4690;10518;164;41.19;N;14696
72500;725005338;AMIZADE;1752;16700;117;16.13;N;15577
75254;752545339;LIBERDADE;1530;2842;40;7.54;N;15572
75254;752545340;ALTO PARAISO;574;8828;204;192.44;N;15572
75160;751605925;NOVO JARDIM;1400;3946;155;56.76;N;15966
75819;758195926;CACHOEIRA;1299;10088;183;134.12;N;14699
75159;751595927;MARABA;1242;1782;29;6.13;N;15940
72578;725785928;PLANALTO;1143;13818;181;117.93;N;14656
72899;728995929;CARDEAL;4930;9510;106;21.03;N;15584
72899;728995930;JURUTAU;29;6782;8;2.44;N;15584
72824;728245931;JURITI;2810;14258;471;459.57;N;14637
72899;728995932;GUARATINGA;193;11672;16;4.47;N;15584
74090;740905933;TINGUI;5037;12325;113;17.34;N;15923
75459;754595934;PRADO FERREIRA;2340;12482;186;128;N;14659
75159;751595935;PADRE ANCHIETA;1493;8640;330;198.02;N;15940
72365;723655936;CURTUMES;1422;13039;260;94.66;N;14664
72365;723655938;ADRIANO CORREA;627;11428;19;5.58;N;14664
72210;722105939;MARCONDES;3350;10522;81;11.83;N;14682
72210;722105940;PEREIRA;4370;20450;151;17.85;N;14682
72210;722105941;ALGOLIM;6491;15912;160;31.11;N;14682
72365;723655942;DAS FLORES;4811;8640;91;17.46;N;14664
72210;722105943;CAMPONESA;5141;16400;177;49.63;N;14682
72365;723655944;URANIO;4212;22878;144;30.42;N;14664
75747;757475945;CERAMICA;1160;6548;390;239.77;N;14699
72210;722105946;CONRADO;6641;19785;250;72.14;N;14682
71900;719005947;VATICANO;5547;6600;92;16.96;N;16775
72365;723655948;OSVALDO CRUZ;4907;15912;101;14.79;N;14664
75099;750995949;RODOMILHO;1332;5856;191;74.91;N;16755
72560;725605950;VEMETEK;32;16188;14;3.54;N;15938
74110;741105951;CABRAL;4291;28782;106;8.6;N;15969
74346;743465952;ACADEMIA;4599;18265;103;20.64;N;15972
72647;726475953;LAJEADO;375;6450;227;165.66;N;14647
74760;747605954;CAXIMBA;1767;10078;61;14.82;N;16774
72220;722205955;CHAPECO;5330;10682;113;31.02;N;16768
72861;728615958;GRANDE LAGO;1528;4362;64;13.16;N;15569
72861;728615960;MORENINHA;1866;23696;506;184.89;N;15569
72867;728675961;ABELARDO;3760;6098;62;12.12;N;14621
74520;745205963;MARTIN AFONSO;4719;19408;85;9.61;N;15971
71745;717455964;MONTEREY;6280;19810;139;28.21;N;15948
72868;728685965;PORTINARI;1776;12757;588;239.87;N;16780
72996;729965967;ZOOLOGICO;1249;20840;55;11.3;N;14611
72840;728405968;SANTA REGINA;1964;19976;876;344.35;N;14632
74090;740905969;ETERNIT;6516;23265;164;36.6;N;15923
75001;750015970;PINA;571;2960;233;116.94;N;15941
74760;747605971;NUTRISA;22;15492;10;2.65;N;16774
71830;718305972;BARAO;2036;5948;57;11.19;N;14687
71830;718305973;AGUA BRANCA;1321;14460;734;206.91;N;14687
74760;747605974;GOYANA;16;13162;5;2.68;N;16774
72996;729965975;BEIRA LAGO;3242;9258;79;17.87;N;14611
75789;757895976;PEREIRA;2465;6828;74;22.32;N;14687
72240;722405977;TUPY;5141;15808;141;26.06;N;14678
75958;759585978;RECIFE;2674;7525;117;53.64;N;14665
72153;721535979;PARAISO;6530;8025;97;21.81;N;14694
72582;725825980;APIABA;955;12476;567;200.23;N;15947
71745;717455981;ANITA GARIBALDI;7796;15492;217;37.71;N;15948
75174;751745982;TABOAO;436;3878;201;87.98;N;15940
71100;711005983;ROMANA;4580;21453;409;106.48;N;15563
71745;717455984;TANGUA;5210;14610;160;28.75;N;15948
74090;740905985;AQUILA;3501;12258;79;12.84;N;15923
72582;725825986;IMIGRANTES;2831;14680;72;23.04;N;15947
72582;725825988;CENTENARIO;1109;13175;48;15.34;N;15947
74674;746745989;POETAS;5938;22918;129;15.46;N;14581
74343;743435990;OSASCO;5389;14892;128;20.11;N;14586
75747;757475991;PIRAJU;1459;2748;58;37.05;N;14699
74674;746745992;ANTONIETA;5033;9980;133;37.47;N;14581
72582;725825993;"7 DE SETEMBRO";4615;16490;144;27.86;N;15947
72220;722205996;LONDRINA;3336;11195;97;14.52;N;16768
75675;756755997;PAVAO;1589;4388;137;58.61;N;14699
71105;711055998;SAIBREIRAS;713;8252;161;41.97;N;14588
75261;752615999;ITAPARA;723;7624;512;188.07;N;15565
75597;755976000;LAVRINHAS;1383;11783;718;341.49;N;15966
72210;722106001;TROPICAL;5652;12080;122;28.87;N;14682
74877;748776002;PRINCESA;24;9170;2;3.71;N;15564
75225;752256003;DR OLIVEIRA CASTRO;1234;8338;231;133.37;N;14670
75210;752106004;DOURADOS;1535;3842;65;18.62;N;16756
75210;752106005;AIMORES;1829;11666;329;153.57;N;16756
75919;759196006;ACONTROL;3094;15195;192;67.59;N;14670
75919;759196007;FRONTEIRA;3349;6352;100;21.42;N;14670
75723;757236008;PANEMA;1442;6810;100;103.71;N;14665
75089;750896009;COOPAGRO;735;1955;38;13.78;N;16756
75628;756286010;DOIS IRMAOS;1172;29815;517;220.93;N;14645
75628;756286011;EPITACIO;1978;20645;174;107.58;N;14645
75164;751646012;CIDADE 1;0;7000;0;0.01;N;15919
75164;751646013;SACRAFT;1;0;0;0.01;N;15919
75628;756286014;NOVO SARANDI;1216;12410;221;85.26;N;14645
71470;714706015;ILHA GRANDE;4137;16745;170;34.2;N;14670
71470;714706016;LARANJEIRAS;2684;12335;108;19.14;N;14670
75239;752396017;CAZELA;3858;12230;241;77.36;N;14668
74877;748776018;AGOSTINHO;3234;18362;55;7.21;N;15564
71470;714706019;MARACAJU;377;13085;229;163.93;N;14670
75121;751216020;BOQUEIRAO;4321;8915;115;34.15;N;15574
72240;722406021;VILA RONDA;4111;8922;82;16.25;N;14678
75522;755226022;NOVO TRES PASSOS;376;6742;107;63.56;N;14645
75522;755226023;HORIZONTINA;2220;14538;189;49.72;N;14645
75522;755226024;CRISTAL;1539;21422;381;138.87;N;14645
72655;726556025;DIFUSORA;5058;24438;264;102.64;N;14645
75504;755046026;RADIO CLUBE;2969;11105;88;19.3;N;16760
75504;755046027;MARILIA;1904;13416;354;177.99;N;16760
72655;726556028;COPAGRIL;4285;12548;147;39.33;N;14645
72655;726556029;UVALHEIRA;4034;16600;125;32.7;N;14645
75217;752176032;SAO PEDRO;1056;6763;89;69.23;N;15927
75610;756106033;COAGRO;2133;6278;101;23.63;N;14628
75659;756596034;PIRAMBEIRA;1223;3648;52;11.35;N;14658
72821;728216035;COMERCIAL;4425;6982;73;13.56;N;14640
75405;754056038;TULIPA;474;6095;365;189.95;N;14658
72842;728426275;DOCAS;0;0;0;0.5;N;14631
72827;728276276;BADEJO;2249;6188;54;10.99;N;14635
74045;740456277;JARDIM SOCIAL;3290;19875;114;14.29;N;15925
74090;740906278;SANTA URSULA;3283;10180;84;12.73;N;15923
72685;726856279;LITORANEO;2278;3540;44;7.57;N;14644
74674;746746280;PALMITAL;6804;9552;136;25.92;N;14581
74343;743436281;EMBRAPA;5652;12235;213;42.47;N;14586
74343;743436282;PALOMA;6913;8685;116;18.97;N;14586
74343;743436283;MONTE CASTELO;4825;8970;108;18.86;N;14586
74145;741456285;ZOOLOGICO;5116;7208;73;12.97;N;16759
71500;715006287;ANA ROSA;2660;14865;63;15.18;N;16763
72865;728656288;GAVETI;4891;14605;110;20.62;N;15961
72865;728656289;ACADIA;2601;6780;63;20.28;N;15961
72865;728656290;CAMARGO;0;0;0;0.01;N;15961
72899;728996291;SAIRA MILITAR;379;20632;119;34.18;N;15584
72899;728996292;AGUIA;4215;21272;112;29.27;N;15584
72899;728996293;FLAMINGOS;138;16635;52;19.06;N;15584
71180;711806294;CONTORNO;4175;12860;99;20.2;N;14591
